year,period,ff4_hf,sp500_hf,gs1,logsp500,us_rgdp,us_gdpdef,ebpnew
1998,1,-0.0041991,-0.08456,1.6111,687.77,482.55,425.85,-0.3688
1998,2,0,0,1.6826,688.79,482.04,425.9,-0.31
1998,3,0.022944,-0.19164,1.644,695.59,483.48,425.84,-0.2954
1998,4,-0.00038669,-0.13567,1.6355,700.47,483.88,425.86,-0.3395
1998,5,0,0,1.6069,701.37,483.68,425.98,-0.4173
1998,6,-0.020624,-0.12953,1.6584,699.47,483.86,426.12,-0.3705
1998,7,0,0,1.7398,703.33,484.8,426.04,-0.3455
1998,8,-0.017471,0.02716,1.7312,702.17,484.77,426.28,-0.2983
1998,9,0.0062418,0.04839,1.7527,686.41,485.19,426.42,0.0851
1998,10,0.036304,-0.6975,1.7241,692.46,486.47,426.36,0.0621
1998,11,-0.2015,2.095,1.2956,700.19,486.84,426.58,0.1954
1998,12,-0.03374,0.63962,1.067,705.93,487.27,426.59,0.1942
1999,1,-0.008136,-0.1237,0.92846,711.41,487.18,426.69,0.0533
1999,2,0,0,0.88991,715.43,487.57,426.83,0.057
1999,3,0.010069,0.17015,1.0313,712.15,488.19,426.77,-0.1806
1999,4,-0.025734,-0.16838,1.0928,715.96,488.7,426.85,-0.1513
1999,5,0,0,1.0342,719.68,488.53,427.33,-0.1999
1999,6,0.10265,-1.3856,1.0457,717.15,488.9,427.39,-0.1951
1999,7,-0.10518,1.6013,1.0771,722.45,488.96,427.42,-0.142
1999,8,0,0,1.3186,719.2,489.88,427.69,-0.0865
1999,9,0.0073275,0.59237,1.41,718.57,489.71,427.87,-0.0325
1999,10,0,0,1.5715,715.67,490.17,428.23,0.0982
1999,11,0.064146,-0.81193,1.5629,721.74,490.82,428.4,0.1141
1999,12,0.07625,-0.32364,1.7943,723.63,491.45,428.49,0.0719
2000,1,0.032421,0.48527,1.6858,729.25,492.21,428.72,-0.1537
2000,2,0,0,1.8472,724.03,491.28,428.99,0.0225
2000,3,-0.0058267,-0.3357,2.1387,721.99,491.68,429.31,0.0909
2000,4,-0.00775,-0.03942,2.2701,731.23,492.16,429.74,0.3377
2000,5,0,0,2.4516,728.1,493.61,429.65,0.4955
2000,6,0.059609,-0.64349,2.713,725.88,493.59,429.74,0.6859
2000,7,-0.035343,0.26977,2.9844,728.25,493.78,430.07,0.7271
2000,8,0,0,3.0059,726.6,493.02,430.32,0.7931
2000,9,0.047807,-0.15955,2.9773,732.5,494.02,430.32,0.9521
2000,10,0,0,3.0088,727,494.06,430.75,1.0555
2000,11,0.038842,-0.22039,3.0102,726.5,494.41,430.88,1.4413
2000,12,0.0062138,-0.6872,3.0217,718.16,494.37,431.02,1.5232
2001,1,0.021519,-0.56081,2.9231,718.56,494.04,431.18,1.5137
2001,2,-0.19406,3.993,2.5145,721.96,493.95,431.66,1.0968
2001,3,0,0,2.036,712.28,493.75,431.81,1.1246
2001,4,-0.067912,-0.60045,1.8674,705.64,493.9,431.82,1.0707
2001,5,-0.50644,2.3246,1.3689,713.05,494.54,432,0.8916
2001,6,-0.14831,0.37291,0.79032,713.55,494.98,432.26,0.7302
2001,7,0.08604,-0.52379,0.56176,711.02,494.35,432.44,0.9612
2001,8,0,0,0.3732,709.94,494.32,432.4,0.7187
2001,9,-0.090106,-0.6934,0.26465,703.32,495.4,432.39,0.7048
2001,10,-0.060314,-0.35196,-0.88391,696.58,494.83,432.4,1.1468
2001,11,-0.17758,0.6426,-1.2725,703.83,494.41,432.34,0.9761
2001,12,-0.072448,0.26526,-1.531,704.59,496.07,432.23,-0.1784
2002,1,0.026337,-0.03735,-1.6096,703.01,496.29,432.32,0.381
2002,2,0,0,-1.5881,700.91,495.77,432.49,0.5339
2002,3,-0.070935,-0.33914,-1.5867,704.53,496.11,432.76,0.7205
2002,4,0,0,-1.5553,698.18,496.09,433.18,0.2365
2002,5,-0.033138,-0.29932,-1.5438,697.27,496.13,433.24,0.379
2002,6,0.0056677,-0.48238,-1.5324,689.75,496.59,433.37,0.4864
2002,7,0,0,-1.5409,681.52,496.99,433.59,0.8818
2002,8,-0.10232,-0.60374,-1.5195,682.01,496.35,433.79,1.4642
2002,9,-0.012672,-1.0117,-1.498,670.36,496.58,433.97,1.3775
2002,10,0,0,-1.4866,678.65,496.41,434.15,1.5314
2002,11,-0.10318,-0.53662,-1.8851,684.19,496.8,434.25,1.3714
2002,12,0.018142,-0.2987,-1.9737,677.97,497.41,434.34,1.0177
2003,1,0.043422,0.15934,-1.9623,675.19,497.15,434.64,0.8631
2003,2,0,0,-1.9308,673.47,497.4,435.06,0.8301
2003,3,0.0070332,-0.43291,-1.9294,674.31,496.84,435.32,0.5942
2003,4,0,0,-1.9079,682.1,497.73,435.15,0.078
2003,5,-0.090199,0.12916,-1.8965,687.07,498,435.03,0.0163
2003,6,0.14222,-0.20488,-1.925,688.19,499.05,435.14,-0.5893
2003,7,0,0,-2.1236,689.8,499.3,435.43,-0.4295
2003,8,-0.034487,-0.07643,-2.0922,691.57,499.82,435.77,-1.0964
2003,9,-0.0033997,0.09982,-2.1007,690.37,500.34,436.08,-0.1966
2003,10,-0.081727,-0.0135,-2.0893,695.72,500.64,436.1,-0.5814
2003,11,0,0,-2.0878,696.43,501.24,436.22,-0.5203
2003,12,0.028459,-0.11632,-2.0964,701.38,501.4,436.44,-0.5418
2004,2,0.12625,-0.91791,-2.0649,703.09,500.81,436.83,-0.4955
2004,3,0,0,-2.0435,704.31,501.61,437.04,-0.7088
2004,4,-0.058865,-0.05315,-2.0421,702.66,502.39,437.2,-0.3282
2004,5,0,0,-2.0306,700.97,502.19,437.38,-0.516
2004,6,0.0061291,0.36501,-2.0192,702.17,503.01,437.71,-0.7367
2004,7,-0.027377,0.26758,-1.9777,703.95,502.32,437.99,-0.3466
2004,8,0,0,-1.7363,700.46,503.48,438.08,-0.3597
2004,9,0.049714,-0.30232,-1.5548,700.69,503.6,438.14,-0.3026
2004,10,-0.014194,0.0293,-1.3634,701.63,503.7,438.33,-0.4201
2004,11,0,0,-1.202,703.01,504.36,438.76,-0.5564
2004,12,-0.028386,0.1175,-1.0205,706.8,504.32,439.15,-0.5319
2005,1,-0.01455,0.06497,-0.77907,709.99,504.91,439.2,-0.661
2005,2,0,0,-0.64763,707.44,505.98,439.33,-0.7154
2005,3,-0.01398,0.01929,-0.41618,709.31,505.73,439.61,-0.7061
2005,4,0.067656,-0.33953,-0.27474,707.38,505.84,439.91,-0.9478
2005,5,0,0,-0.1033,705.34,506,440.19,-0.6569
2005,6,0.005633,0.621,0.11815,708.3,506.11,440.24,-0.4458
2005,7,0.046973,-0.41325,0.16959,708.28,507.17,440.31,-0.352
2005,8,0,0,0.40103,711.82,507.28,440.73,-0.5136
2005,9,-0.019865,0.21427,0.65248,710.69,507.31,441.13,-0.6099
2005,10,0.024712,-0.15015,0.78392,711.38,506.54,442.09,-0.6182
2005,11,0,0,0.95536,709.59,506.81,442.25,-0.5067
2005,12,0.0064591,0.2192,1.1868,713.05,507.51,442.04,-0.3978
2006,1,-0.027111,0.52662,1.3582,712.95,508.54,442.04,-0.3721
2006,2,0.029852,-0.22803,1.4997,715.47,508.65,442.53,-0.355
2006,3,0,0,1.7111,715.52,508.97,442.59,-0.4092
2006,4,0.046011,-0.62108,1.8226,716.61,509.81,442.78,-0.374
2006,5,0,0,2.034,717.82,509.24,443.24,-0.4422
2006,6,0.050771,-0.19309,2.1955,714.69,509.61,443.51,-0.4755
2006,7,-0.042961,0.54151,2.2569,714.69,509.36,443.76,-0.3692
2006,8,0,0,2.5184,715.2,509.08,444.1,-0.4107
2006,9,-0.040547,-0.2469,2.5398,717.3,509.45,444.41,-0.3201
2006,10,0.017825,-0.26777,2.5512,719.73,510.06,444.15,-0.3459
2006,11,-0.010461,-0.07474,2.5627,722.83,510.53,443.91,-0.421
2006,12,0,0,2.5741,724.47,511.16,443.95,-0.4405
2007,1,-0.032266,0.26109,2.5756,725.72,511.03,444.3,-0.4169
2007,2,-0.0080575,0.4816,2.597,727.11,511,444.64,-0.5313
2007,3,0,0,2.6185,724.91,511.76,444.95,-0.5828
2007,4,-0.08335,0.81634,2.6299,725.9,510.97,445.31,-0.6093
2007,5,0,0,2.6313,730.14,511.69,445.55,-0.3972
2007,6,0.036575,-0.13457,2.6428,733.34,511.67,445.84,-0.3989
2007,7,0.012063,-0.27362,2.6542,731.54,511.75,446.05,-0.6204
2007,8,0,0,2.6757,728.3,511.45,446.2,-0.4189
2007,9,-0.04408,-1.2539,2.4471,729.57,512.62,446.27,-0.0334
2007,10,-0.20509,1.3203,2.3786,733.09,512.69,446.65,0.0846
2007,11,0.053452,-0.41526,2.21,734.56,512.36,446.96,0.0125
2007,12,0,0,1.9514,730.05,512.18,447.48,-0.0804
2008,1,0.037826,-1.7677,1.7129,729.19,512.29,447.72,0.252
2008,2,0,0,0.46433,719.34,510.9,448.17,0.3937
2008,3,0.15426,0.47764,0.10577,718.74,511.04,448.45,0.6267
2008,4,-0.079654,0.16293,-0.21278,723.39,511.31,448.64,0.8296
2008,5,0,0,-0.50134,724.45,511.19,449.07,1.0456
2008,6,-0.053391,0.03392,-0.4699,715.46,512.04,449.79,0.5636
2008,7,0,0,-0.44845,714.47,511.14,450.25,0.5943
2008,8,-0.036006,0.13432,-0.44701,715.68,510.85,450.17,0.6924
2008,9,0.10555,-0.62947,-0.62557,706.17,510.03,450.26,0.9545
2008,10,-0.092469,1.6406,-2.0341,679.82,511.16,448.41,1.0999
2008,11,-0.24761,1.5933,-2.2527,680.59,509.86,447.84,1.6214
2008,12,-0.010516,-0.1973,-2.2512,671.65,510.2,447.86,3.1241
2009,1,0,0,-2.1698,660,509.76,448.04,2.6446
2009,2,-0.060806,1.8082,-2.1984,668.2,509.36,447.93,2.7451
2009,3,0.016846,0.62292,-2.2169,677.17,509.15,448.07,2.4233
2009,4,0,0,-2.1755,682.34,509.17,448.17,2.8929
2009,5,0.038443,-0.6802,-2.134,682.36,508.77,448.76,2.4248
2009,6,0,0,-2.1726,689.52,508.56,448.78,2.034
2009,7,-0.014147,-0.26438,-2.1611,692.81,508.99,449.07,1.1943
2009,8,-0.087978,0.52867,-2.1597,696.33,508.89,449.23,0.776
2009,9,0,0,-2.1782,694.33,509.91,449.61,0.194
2009,10,-0.024894,0.08621,-2.1668,699.91,509.47,449.86,-0.0655
2009,11,0.0016226,-0.05211,-2.1554,701.67,508.93,449.91,-0.0424
2009,12,0.02768,0.09656,-2.1539,697.91,509.48,450.13,-0.2261
2010,1,0,0,-2.1225,700.71,509.67,450.13,-0.0824
2010,2,-0.035824,0.19305,-2.081,706.42,510.31,450.27,-0.5243
2010,3,-0.0067218,0.16698,-2.0296,707.89,510.9,450.32,-0.2218
2010,4,0,0,-2.0181,699.34,510.93,450.36,-0.0159
2010,5,0.0037771,0.34692,-2.0267,693.8,511.52,450.31,-0.1447
2010,6,0,0,-2.0153,700.45,511.92,450.4,-0.2742
2010,7,-0.017932,0.68052,-1.9938,695.59,511.77,450.54,-0.1867
2010,8,-0.0056589,0.59361,-1.9824,703.98,512.3,450.64,-0.0383
2010,9,0,0,-1.9709,707.61,512.52,450.96,0.1234
2010,10,-0.0018591,-0.30103,-1.9595,707.37,512.17,451.15,-0.4067
2010,11,-0.0046716,0.01285,-1.958,713.7,512.68,451.38,-0.075
2010,12,-0.0079443,-0.08019,-1.9566,715.94,511.6,451.68,-0.0315
2011,1,0,0,-1.9552,719.08,511.49,451.96,-0.1667
2011,2,0.0067718,0.27359,-1.9637,718.98,512.59,452.36,-0.4198
2011,3,-0.010337,0.1752,-1.9923,721.79,512.62,452.78,0.0233
2011,4,0,0,-1.9908,720.43,512.21,453.09,-0.2425
2011,5,0.0033859,0.10646,-1.9794,718.58,511.93,453.07,-0.2838
2011,6,0,0,-1.9879,716.42,512.37,453.24,-0.246
2011,7,-0.02635,-0.87788,-1.9465,710.57,512.77,453.47,-0.1287
2011,8,0.054296,-0.609,-1.9551,703.12,511.96,453.61,-0.003
2011,9,0,0,-1.9536,713.35,513.53,453.61,-0.0705
2011,10,0.0095781,-0.13996,-1.9322,712.85,513.2,453.82,-0.2041
2011,11,0.0094091,-0.81154,-1.9307,713.7,513.1,453.88,0.2823
2011,12,-0.018024,0.30319,-1.9093,717.96,513.43,454.22,-0.2341
2012,2,0,0,-1.8778,721.94,514.91,454.44,0.3807
2012,3,0.0080575,0.02241,-1.8364,725.03,513.76,454.63,0.1445
2012,4,0,-0.0166,-1.815,724.27,514.39,454.76,0.0505
2012,5,0,0,-1.7835,717.8,514.78,454.65,-0.0586
2012,6,0.016319,-0.02733,-1.7721,721.69,514.78,454.6,-0.4602
2012,7,0,0,-1.7606,722.93,515.38,454.64,-0.285
2012,8,0.012744,-0.1668,-1.7792,724.89,514.76,454.97,-0.2636
2012,9,0.015772,0.61107,-1.7577,727.29,515.01,455.27,0.0195
2012,10,0,-0.00141,-1.7263,725.29,514.55,455.57,-0.1638
2012,11,0,0,-1.7148,725.57,515.04,455.5,-0.3638
2012,12,-0.0035649,0.39349,-1.7034,726.28,515.74,455.49,-0.2808
2013,1,-0.0033859,-0.07702,-1.712,731.2,516.51,455.68,-0.2911
2013,2,0,0,-1.6905,732.3,515.7,456.03,-0.158
2013,3,0.0018391,0.10916,-1.6891,735.83,516.2,455.9,-0.2511
2013,4,0,0,-1.6676,737.63,516.41,455.8,-0.1535
2013,5,0.0011263,0.14053,-1.6962,739.68,516.25,455.87,-0.1047
2013,6,0.0047592,-0.06366,-1.7047,738.17,517.04,456.09,-0.1602
2013,7,-0.0041183,-0.03255,-1.6933,742.99,517.18,456.22,-0.2026
2013,8,0,0,-1.6919,739.82,517.65,456.37,-0.5716
2013,9,-0.015187,1.0078,-1.6804,742.74,517.66,456.41,-0.4291
2013,10,0.0022134,-0.29372,-1.659,747.11,518.23,456.54,-0.0406
2013,11,0,0,-1.6575,749.88,518.7,456.69,-0.1514
2013,12,0.0013516,0.7595,-1.6361,752.21,518.62,456.87,-0.1651
2014,1,0.0032753,-0.40308,-1.6446,748.58,517.82,457.07,-0.0554
2014,2,0,0,-1.6332,752.81,518.24,457.12,-0.0017
2014,3,0.016115,-0.20472,-1.6118,753.49,518.23,457.28,-0.1414
2014,4,0.0011067,0.01755,-1.5903,754.12,518.98,457.46,-0.3277
2014,5,0,0,-1.5789,756.2,519.63,457.62,-0.2269
2014,6,0.0069508,0.31782,-1.5574,758.08,519.88,457.73,-0.2963
2014,7,-0.0058442,0.39686,-1.556,756.56,520.53,457.87,-0.3904
2014,8,0,0,-1.5445,760.26,521.18,457.86,-0.4113
2014,9,0.013723,0.24878,-1.5331,758.7,520.82,457.9,-0.3415
2014,10,0.021836,-0.29393,-1.5217,760.99,521.43,457.87,-0.357
2014,11,0,0,-1.5102,763.41,521.63,457.77,-0.3613
2014,12,-0.049689,0.74124,-1.4688,762.99,521.68,457.59,-0.2657
2015,1,-0.0058989,-0.25168,-1.4673,759.84,522.71,457.11,-0.2774
2015,2,0,0,-1.4559,765.18,523.2,457.29,-0.013
2015,3,-0.063501,1.4247,-1.4444,763.43,522.7,457.48,-0.0219
2015,4,0,0.09256,-1.423,764.28,523.58,457.57,-0.2055
2015,5,0,0,-1.4116,765.32,523.43,457.81,-0.4364
2015,6,-0.041855,0.33272,-1.3901,763.2,523.68,458,-0.2551
2015,7,-0.0093543,0.12738,-1.3787,765.15,523.74,458.09,-0.1055
2015,8,0,0,-1.3572,758.69,523.81,458.1,-0.0515
2015,9,-0.070064,0.14133,-1.3458,756.01,524.35,457.96,0.0847
2015,10,0.03972,-0.6055,-1.3543,763.98,524.42,457.96,0.1126
2015,11,0,0,-1.3429,764.03,523.93,458.02,0.2967
2015,12,0.024482,0.13922,-1.2115,762.26,524.33,457.94,0.4078
2016,1,-0.027514,-0.36597,-1.1,757.05,524.53,457.98,0.3119
2016,2,0,0,-1.0486,756.64,524.43,457.93,0.3851
2016,3,-0.085192,0.26709,-1.0571,763.03,525.04,458.16,0.5552
2016,4,0.010751,0.24476,-1.0357,763.3,525.15,458.49,0.7418
2016,5,0,0,-1.0242,764.83,524.92,458.65,0.7695
2016,6,-0.042854,-0.04467,-1.0028,764.92,525.03,458.83,0.4229
2016,7,0.0051403,0.21188,-0.98135,768.41,525.19,458.85,0.0826
2016,8,0,0,-0.9599,768.29,525.66,458.98,0.0891
2016,9,-0.035276,0.29354,-0.94846,768.17,526.1,459.17,-0.1449
2016,10,0,0,-0.93702,766.21,525.75,459.38,-0.1889
2016,11,0.0033165,0.06189,-0.91557,769.57,526.35,459.41,-0.184
2016,12,0.037124,-0.24159,-0.77413,771.37,526.59,459.58,-0.2368
2017,1,0,0,-0.65269,773.14,526.43,459.97,-0.2012
2017,2,-0.020519,0.16147,-0.63124,776.79,526.49,460.1,-0.9009
2017,3,-0.046933,0.28177,-0.4898,776.76,527.01,460.05,-0.3336
