year,period,ff4_hf,sp500_hf,gs1,logsp500,us_rgdp,us_gdpdef,ebpnew
2014,10,0.021836,-0.29393,0.09,511.51,521.43,457.87,-0.2774
2014,11,0,0,0.09,519.98,521.63,457.77,-0.013
2014,12,-0.049689,0.74124,0.12,523.15,521.68,457.59,-0.0219
2015,1,-0.0058989,-0.25168,0.11,523.59,522.71,457.11,-0.2055
2015,2,0,0,0.11,529.22,523.2,457.29,-0.4364
2015,3,-0.063501,1.4247,0.11,526.1,522.7,457.48,-0.2551
2015,4,0,0.09256,0.12,526.39,523.58,457.57,-0.1055
2015,5,0,0,0.12,521.46,523.43,457.81,-0.0515
2015,6,-0.041855,0.33272,0.13,520.81,523.68,458,0.0847
2015,7,-0.0093543,0.12738,0.13,516.03,523.74,458.09,0.1126
2015,8,0,0,0.14,521.29,523.81,458.1,0.2967
2015,9,-0.070064,0.14133,0.14,515.73,524.35,457.96,0.4078
2015,10,0.03972,-0.6055,0.12,517.48,524.42,457.96,0.3119
2015,11,0,0,0.12,524.15,523.93,458.02,0.3851
2015,12,0.024482,0.13922,0.24,523.19,524.33,457.94,0.5552
2016,1,-0.027514,-0.36597,0.34,524.82,524.53,457.98,0.7418
2016,2,0,0,0.38,520.09,524.43,457.93,0.7695
2016,3,-0.085192,0.26709,0.36,518.76,525.04,458.16,0.4229
2016,4,0.010751,0.24476,0.37,528.4,525.15,458.49,0.0826
2016,5,0,0,0.37,526.09,524.92,458.65,0.0891
2016,6,-0.042854,-0.04467,0.38,527.4,525.03,458.83,-0.1449
2016,7,0.0051403,0.21188,0.39,533.15,525.19,458.85,-0.1889
2016,8,0,0,0.4,535.96,525.66,458.98,-0.184
2016,9,-0.035276,0.29354,0.4,532.07,526.1,459.17,-0.2368
2016,10,0,0,0.4,530.24,525.75,459.38,-0.2012
2016,11,0.0033165,0.06189,0.41,524.48,526.35,459.41,-0.9009
2016,12,0.037124,-0.24159,0.54,521.1,526.59,459.58,-0.3336
